inAccount,outAccount,amount,description,date,type
NL80BEEH0010000191,NL13GELD4842992565,28.76,jajajaj,10-13-22-10-2018,Online bankieren
NL80BEEH0010000191,NL61GELD7455324794,248.79,jajajaj,21-36-24-03-2018,Online bankieren
NL80BEEH0010000191,NL13GELD4842992565,243.92,jajajaj,13-54-16-10-2018,Online bankieren
NL80BEEH0010000191,NL77GELD1142882375,671.07,jajajaj,17-38-16-06-2019,Online bankieren
NL80BEEH0010000191,NL77GELD8158598659,636.23,jajajaj,14-07-13-09-2019,Online bankieren
NL80BEEH0010000191,NL77GELD0692885116,94.02,jajajaj,15-54-01-04-2018,Online bankieren
NL80BEEH0010000191,NL77GELD0692885116,599.14,jajajaj,02-00-04-04-2018,Online bankieren
NL80BEEH0010000191,NL55GELD3859628216,658.75,jajajaj,21-38-24-04-2018,Online bankieren
NL80BEEH0010000191,NL61GELD7455324794,431.91,jajajaj,21-51-13-09-2019,Online bankieren
NL80BEEH0010000191,NL35GELD9966193251,667.95,jajajaj,13-54-23-02-2018,Online bankieren
NL80BEEH0010000191,NL56GELD4676822837,668.21,jajajaj,03-45-04-03-2019,Online bankieren
NL80BEEH0010000191,NL77GELD0692885116,880.75,jajajaj,11-09-25-03-2018,Online bankieren
NL80BEEH0010000191,NL76GELD1811996735,428.22,jajajaj,04-59-22-08-2019,Online bankieren
NL80BEEH0010000191,NL77GELD0692885116,403.73,jajajaj,18-05-13-09-2019,Online bankieren
NL80BEEH0010000191,NL45GELD2953919317,784.9,jajajaj,06-55-21-08-2018,Online bankieren
NL80BEEH0010000191,NL35GELD0485561952,826.3,jajajaj,09-17-13-09-2019,Online bankieren
NL80BEEH0010000191,NL62GELD6375239767,269.69,jajajaj,02-45-28-08-2018,Online bankieren
NL53BEEH0010000192,NL76GELD1811996735,333.59,jajajaj,19-11-02-01-2019,Online bankieren
NL53BEEH0010000192,NL77GELD1142882375,264.18,jajajaj,01-46-07-06-2019,Online bankieren
NL53BEEH0010000192,NL35GELD0485561952,970.09,jajajaj,23-48-27-05-2018,Online bankieren
NL53BEEH0010000192,NL76GELD1811996735,784.73,jajajaj,15-55-14-03-2018,Online bankieren
NL53BEEH0010000192,NL04GELD4811557161,897.53,jajajaj,04-07-18-09-2018,Online bankieren
NL53BEEH0010000192,NL77GELD0692885116,477.05,jajajaj,05-35-10-02-2018,Online bankieren
NL53BEEH0010000192,NL77GELD0692885116,896.97,jajajaj,18-01-25-01-2019,Online bankieren
NL53BEEH0010000192,NL45GELD2953919317,870.77,jajajaj,22-45-10-12-2018,Online bankieren
NL53BEEH0010000192,NL77GELD1142882375,206.23,jajajaj,18-41-19-05-2018,Online bankieren
NL53BEEH0010000192,NL92GELD8037356925,663.55,jajajaj,17-12-25-05-2019,Online bankieren
NL53BEEH0010000192,NL62GELD6375239767,888.58,jajajaj,15-16-13-09-2019,Online bankieren
NL53BEEH0010000192,NL13GELD4842992565,703.83,jajajaj,09-38-01-10-2018,Online bankieren
NL53BEEH0010000192,NL61GELD7455324794,210.43,jajajaj,03-29-13-09-2019,Online bankieren
NL53BEEH0010000192,NL77GELD8158598659,829.9,jajajaj,11-04-11-04-2018,Online bankieren
NL53BEEH0010000192,NL13GELD4842992565,886.4,jajajaj,16-36-03-02-2018,Online bankieren
NL53BEEH0010000192,NL76GELD7252785614,600.06,jajajaj,15-53-21-03-2018,Online bankieren
NL53BEEH0010000192,NL62GELD6375239767,252.94,jajajaj,18-08-28-07-2018,Online bankieren
NL53BEEH0010000192,NL77GELD8158598659,928.21,jajajaj,17-20-17-12-2018,Online bankieren
NL53BEEH0010000192,NL56GELD4676822837,980.17,jajajaj,18-30-16-08-2019,Online bankieren
NL53BEEH0010000192,NL77GELD0692885116,960.25,jajajaj,02-00-20-08-2019,Online bankieren
NL53BEEH0010000192,NL35GELD9966193251,339.96,jajajaj,05-26-13-09-2019,Online bankieren
NL53BEEH0010000192,NL67GELD2809687681,645.26,jajajaj,12-41-13-06-2018,Online bankieren
NL53BEEH0010000192,NL05GELD9994551159,494.34,jajajaj,09-05-05-04-2019,Online bankieren
NL53BEEH0010000192,NL35GELD0485561952,491.05,jajajaj,21-24-07-05-2019,Online bankieren
NL53BEEH0010000192,NL67GELD2809687681,195.41,jajajaj,19-20-23-08-2019,Online bankieren
NL53BEEH0010000192,NL95GELD6279133125,262.45,jajajaj,06-10-28-03-2019,Online bankieren
NL53BEEH0010000192,NL77GELD0692885116,283.32,jajajaj,06-48-02-05-2019,Online bankieren
NL26BEEH0010000193,NL45GELD2953919317,197.48,jajajaj,05-48-08-03-2018,Online bankieren
NL26BEEH0010000193,NL05GELD9994551159,528.86,jajajaj,22-26-09-06-2018,Online bankieren
NL26BEEH0010000193,NL35GELD9966193251,895.2,jajajaj,10-41-17-08-2018,Online bankieren
NL26BEEH0010000193,NL55GELD3859628216,62.98,jajajaj,13-40-13-06-2018,Online bankieren
NL26BEEH0010000193,NL04GELD4811557161,659.86,jajajaj,10-50-10-01-2018,Online bankieren
NL26BEEH0010000193,NL35GELD0485561952,855.94,jajajaj,17-16-19-01-2018,Online bankieren
NL26BEEH0010000193,NL77GELD1142882375,707.76,jajajaj,04-24-02-07-2018,Online bankieren
NL26BEEH0010000193,NL04GELD4811557161,404.28,jajajaj,18-39-15-03-2018,Online bankieren
NL26BEEH0010000193,NL75GELD3175762142,519.58,jajajaj,08-37-20-11-2018,Online bankieren
NL26BEEH0010000193,NL04GELD4811557161,497.11,jajajaj,21-17-23-06-2019,Online bankieren
NL26BEEH0010000193,NL62GELD6375239767,447.42,jajajaj,16-35-23-04-2019,Online bankieren
NL26BEEH0010000193,NL05GELD9994551159,212.42,jajajaj,20-32-18-08-2018,Online bankieren
NL26BEEH0010000193,NL13GELD4842992565,329.08,jajajaj,18-24-22-07-2018,Online bankieren
NL26BEEH0010000193,NL77GELD8158598659,147.1,jajajaj,16-26-27-03-2019,Online bankieren
NL26BEEH0010000193,NL69GELD8971642424,520.17,jajajaj,21-16-01-05-2019,Online bankieren
NL96BEEH0010000194,NL35GELD9966193251,63.19,jajajaj,05-23-02-02-2019,Online bankieren
NL96BEEH0010000194,NL13GELD4842992565,772.88,jajajaj,04-25-05-03-2018,Online bankieren
NL96BEEH0010000194,NL67GELD2809687681,753.09,jajajaj,16-47-16-05-2018,Online bankieren
NL96BEEH0010000194,NL13GELD4842992565,842.79,jajajaj,02-50-01-06-2018,Online bankieren
NL96BEEH0010000194,NL62GELD6375239767,172.64,jajajaj,15-51-14-01-2019,Online bankieren
NL96BEEH0010000194,NL76GELD1811996735,639.23,jajajaj,01-40-07-06-2019,Online bankieren
NL96BEEH0010000194,NL67GELD2809687681,712.24,jajajaj,21-11-27-07-2018,Online bankieren
NL96BEEH0010000194,NL62GELD6375239767,270.66,jajajaj,14-29-17-06-2018,Online bankieren
NL96BEEH0010000194,NL45GELD2953919317,965.08,jajajaj,15-46-17-04-2018,Online bankieren
NL96BEEH0010000194,NL76GELD1811996735,250.18,jajajaj,07-18-19-10-2018,Online bankieren
NL96BEEH0010000194,NL45GELD2953919317,154.19,jajajaj,17-28-13-09-2019,Online bankieren
NL96BEEH0010000194,NL67GELD2809687681,415.62,jajajaj,13-01-24-12-2018,Online bankieren
NL96BEEH0010000194,NL35GELD0485561952,897.83,jajajaj,17-19-05-05-2018,Online bankieren
NL96BEEH0010000194,NL77GELD0692885116,544.65,jajajaj,21-31-21-01-2019,Online bankieren
NL96BEEH0010000194,NL04GELD4811557161,289.35,jajajaj,10-01-05-06-2018,Online bankieren
NL69BEEH0010000195,NL77GELD1142882375,141.33,jajajaj,02-18-22-06-2019,Online bankieren
NL69BEEH0010000195,NL35GELD0485561952,6.24,jajajaj,06-08-08-05-2019,Online bankieren
NL69BEEH0010000195,NL61GELD7455324794,343.12,jajajaj,18-45-13-07-2019,Online bankieren
NL69BEEH0010000195,NL35GELD0485561952,175.72,jajajaj,11-30-21-02-2019,Online bankieren
NL69BEEH0010000195,NL35GELD0485561952,546.75,jajajaj,15-47-05-10-2018,Online bankieren
NL69BEEH0010000195,NL62GELD6375239767,10.25,jajajaj,03-29-02-01-2019,Online bankieren
NL69BEEH0010000195,NL77GELD8158598659,670.8,jajajaj,07-31-25-03-2018,Online bankieren
NL69BEEH0010000195,NL13GELD4842992565,34.45,jajajaj,11-54-03-09-2018,Online bankieren
NL69BEEH0010000195,NL95GELD6279133125,956.81,jajajaj,06-19-13-09-2019,Online bankieren
NL69BEEH0010000195,NL77GELD8158598659,94.91,jajajaj,15-06-06-11-2018,Online bankieren
NL69BEEH0010000195,NL67GELD2809687681,27.32,jajajaj,22-22-13-09-2019,Online bankieren
NL69BEEH0010000195,NL77GELD8158598659,236.7,jajajaj,10-02-10-12-2018,Online bankieren
NL69BEEH0010000195,NL45GELD2953919317,963.64,jajajaj,15-05-13-02-2018,Online bankieren
NL69BEEH0010000195,NL77GELD1142882375,346.88,jajajaj,05-10-24-09-2018,Online bankieren
NL69BEEH0010000195,NL05GELD9994551159,151.38,jajajaj,04-20-24-08-2019,Online bankieren
NL69BEEH0010000195,NL62GELD6375239767,529.58,jajajaj,04-29-19-11-2018,Online bankieren
NL69BEEH0010000195,NL55GELD3859628216,411.39,jajajaj,08-52-28-06-2018,Online bankieren
NL69BEEH0010000195,NL35GELD9966193251,234.98,jajajaj,07-08-12-01-2018,Online bankieren
NL69BEEH0010000195,NL95GELD6279133125,820.51,jajajaj,12-56-10-06-2019,Online bankieren
NL69BEEH0010000195,NL76GELD7252785614,620.84,jajajaj,20-39-20-05-2019,Online bankieren
NL69BEEH0010000195,NL35GELD9966193251,747.72,jajajaj,08-05-04-02-2018,Online bankieren
NL42BEEH0010000196,NL56GELD4676822837,359.51,jajajaj,02-22-23-06-2018,Online bankieren
NL42BEEH0010000196,NL35GELD9966193251,253.9,jajajaj,17-16-13-06-2018,Online bankieren
NL42BEEH0010000196,NL77GELD1142882375,680.1,jajajaj,06-23-05-07-2018,Online bankieren
NL42BEEH0010000196,NL62GELD6375239767,968.32,jajajaj,23-27-13-09-2019,Online bankieren
NL42BEEH0010000196,NL76GELD1811996735,169.55,jajajaj,17-27-24-10-2018,Online bankieren
NL42BEEH0010000196,NL61GELD7455324794,599.44,jajajaj,09-39-13-01-2018,Online bankieren
NL42BEEH0010000196,NL77GELD1142882375,222.71,jajajaj,06-11-13-01-2019,Online bankieren
NL42BEEH0010000196,NL77GELD0692885116,382.6,jajajaj,12-26-07-05-2019,Online bankieren
NL42BEEH0010000196,NL45GELD2953919317,579.77,jajajaj,10-29-05-02-2018,Online bankieren
NL42BEEH0010000196,NL92GELD8037356925,299.61,jajajaj,13-33-13-09-2019,Online bankieren
NL42BEEH0010000196,NL62GELD6375239767,407.9,jajajaj,11-23-28-06-2019,Online bankieren
NL42BEEH0010000196,NL13GELD4842992565,586.79,jajajaj,01-32-08-12-2018,Online bankieren
NL42BEEH0010000196,NL76GELD1811996735,415.44,jajajaj,00-19-03-06-2019,Online bankieren
NL42BEEH0010000196,NL13GELD4842992565,79.69,jajajaj,02-37-25-06-2019,Online bankieren
NL42BEEH0010000196,NL92GELD8037356925,432.08,jajajaj,01-44-17-01-2018,Online bankieren
NL42BEEH0010000196,NL77GELD0692885116,193.79,jajajaj,06-19-27-01-2018,Online bankieren
NL42BEEH0010000196,NL62GELD6375239767,511.76,jajajaj,23-32-13-09-2019,Online bankieren
NL42BEEH0010000196,NL55GELD3859628216,928.74,jajajaj,10-23-13-09-2019,Online bankieren
NL42BEEH0010000196,NL35GELD0485561952,539.17,jajajaj,09-47-14-08-2019,Online bankieren
NL42BEEH0010000196,NL77GELD8158598659,649.59,jajajaj,17-32-25-05-2018,Online bankieren
NL42BEEH0010000196,NL35GELD9966193251,329.12,jajajaj,07-58-25-07-2019,Online bankieren
NL42BEEH0010000196,NL56GELD4676822837,720.8,jajajaj,12-21-10-07-2019,Online bankieren
NL42BEEH0010000196,NL92GELD8037356925,937.54,jajajaj,13-23-13-09-2019,Online bankieren
NL42BEEH0010000196,NL13GELD4842992565,733.8,jajajaj,13-25-09-05-2019,Online bankieren
NL42BEEH0010000196,NL95GELD6279133125,659.63,jajajaj,07-08-11-02-2019,Online bankieren
NL42BEEH0010000196,NL05GELD9994551159,308.86,jajajaj,02-26-12-02-2018,Online bankieren
NL42BEEH0010000196,NL77GELD1142882375,202.8,jajajaj,14-26-01-02-2019,Online bankieren
NL42BEEH0010000196,NL77GELD0692885116,272.13,jajajaj,05-20-24-07-2019,Online bankieren
NL15BEEH0010000197,NL92GELD8037356925,133.18,jajajaj,15-59-16-07-2018,Online bankieren
NL15BEEH0010000197,NL67GELD2809687681,432.42,jajajaj,12-45-10-01-2019,Online bankieren
NL15BEEH0010000197,NL76GELD7252785614,546.73,jajajaj,17-13-08-06-2018,Online bankieren
NL15BEEH0010000197,NL92GELD8037356925,659.14,jajajaj,19-53-15-03-2018,Online bankieren
NL15BEEH0010000197,NL62GELD6375239767,178.39,jajajaj,20-09-18-08-2018,Online bankieren
NL15BEEH0010000197,NL69GELD8971642424,547.11,jajajaj,20-52-14-03-2019,Online bankieren
NL15BEEH0010000197,NL13GELD4842992565,469.87,jajajaj,02-35-11-07-2019,Online bankieren
NL15BEEH0010000197,NL61GELD7455324794,340.94,jajajaj,21-11-09-10-2018,Online bankieren
NL15BEEH0010000197,NL77GELD8158598659,710.55,jajajaj,19-08-13-09-2019,Online bankieren
NL15BEEH0010000197,NL35GELD0485561952,220.6,jajajaj,23-20-11-04-2018,Online bankieren
NL15BEEH0010000197,NL05GELD9994551159,879.42,jajajaj,04-37-13-09-2019,Online bankieren
NL15BEEH0010000197,NL56GELD4676822837,799.85,jajajaj,01-51-24-05-2018,Online bankieren
NL15BEEH0010000197,NL92GELD8037356925,610.12,jajajaj,00-29-21-03-2018,Online bankieren
NL15BEEH0010000197,NL35GELD9966193251,475.07,jajajaj,16-54-10-02-2018,Online bankieren
NL85BEEH0010000198,NL67GELD2809687681,345.47,jajajaj,06-38-19-09-2018,Online bankieren
NL85BEEH0010000198,NL13GELD4842992565,993.55,jajajaj,04-59-05-07-2019,Online bankieren
NL85BEEH0010000198,NL67GELD2809687681,893.97,jajajaj,10-30-13-09-2019,Online bankieren
NL85BEEH0010000198,NL77GELD0692885116,108.85,jajajaj,11-32-08-01-2018,Online bankieren
NL85BEEH0010000198,NL76GELD7252785614,600.65,jajajaj,00-48-25-03-2019,Online bankieren
NL85BEEH0010000198,NL35GELD0485561952,418.94,jajajaj,23-51-01-06-2019,Online bankieren
NL85BEEH0010000198,NL67GELD2809687681,117.24,jajajaj,01-56-20-06-2019,Online bankieren
NL85BEEH0010000198,NL76GELD7252785614,872.61,jajajaj,00-11-19-06-2019,Online bankieren
NL85BEEH0010000198,NL13GELD4842992565,145.56,jajajaj,13-49-09-04-2019,Online bankieren
NL85BEEH0010000198,NL62GELD6375239767,463.6,jajajaj,09-41-03-03-2018,Online bankieren
NL85BEEH0010000198,NL77GELD1142882375,253.06,jajajaj,06-17-22-03-2018,Online bankieren
NL85BEEH0010000198,NL55GELD3859628216,961.18,jajajaj,05-48-14-06-2018,Online bankieren
NL85BEEH0010000198,NL45GELD2953919317,967.64,jajajaj,09-09-13-09-2019,Online bankieren
NL85BEEH0010000198,NL35GELD9966193251,414.09,jajajaj,02-31-25-01-2018,Online bankieren
NL85BEEH0010000198,NL61GELD7455324794,380.81,jajajaj,07-10-12-07-2018,Online bankieren
NL85BEEH0010000198,NL62GELD6375239767,125.07,jajajaj,09-59-26-02-2019,Online bankieren
NL85BEEH0010000198,NL69GELD8971642424,690.6,jajajaj,06-46-07-02-2018,Online bankieren
NL85BEEH0010000198,NL95GELD6279133125,887.52,jajajaj,05-57-13-09-2019,Online bankieren
NL85BEEH0010000198,NL77GELD1142882375,233.33,jajajaj,23-52-12-03-2019,Online bankieren
NL85BEEH0010000198,NL62GELD6375239767,627.71,jajajaj,08-01-02-11-2018,Online bankieren
NL85BEEH0010000198,NL05GELD9994551159,985.08,jajajaj,13-38-02-03-2018,Online bankieren
NL85BEEH0010000198,NL75GELD3175762142,110.4,jajajaj,00-44-25-11-2018,Online bankieren
NL85BEEH0010000198,NL77GELD1142882375,685.51,jajajaj,22-59-21-04-2018,Online bankieren
NL85BEEH0010000198,NL35GELD9966193251,21.93,jajajaj,00-59-02-02-2018,Online bankieren
NL85BEEH0010000198,NL77GELD0692885116,74.02,jajajaj,02-03-16-10-2018,Online bankieren
NL85BEEH0010000198,NL77GELD8158598659,263.99,jajajaj,21-46-22-01-2019,Online bankieren
NL58BEEH0010000199,NL55GELD3859628216,152.56,jajajaj,14-02-13-09-2019,Online bankieren
NL58BEEH0010000199,NL77GELD8158598659,322.74,jajajaj,19-46-13-09-2019,Online bankieren
NL58BEEH0010000199,NL75GELD3175762142,352.34,jajajaj,00-09-16-08-2019,Online bankieren
NL58BEEH0010000199,NL77GELD0692885116,837.94,jajajaj,03-43-15-02-2019,Online bankieren
NL58BEEH0010000199,NL92GELD8037356925,479.55,jajajaj,16-30-28-01-2019,Online bankieren
NL58BEEH0010000199,NL05GELD9994551159,391.35,jajajaj,20-26-13-09-2019,Online bankieren
NL58BEEH0010000199,NL92GELD8037356925,275.26,jajajaj,14-23-11-11-2018,Online bankieren
NL58BEEH0010000199,NL61GELD7455324794,870.32,jajajaj,22-52-12-07-2018,Online bankieren
NL58BEEH0010000199,NL77GELD8158598659,275.59,jajajaj,11-44-15-06-2019,Online bankieren
NL58BEEH0010000199,NL69GELD8971642424,432.37,jajajaj,22-40-18-03-2019,Online bankieren
NL58BEEH0010000199,NL45GELD2953919317,544.2,jajajaj,18-56-23-10-2018,Online bankieren
NL31BEEH0010000200,NL76GELD7252785614,649.28,jajajaj,05-10-05-06-2019,Online bankieren
NL31BEEH0010000200,NL62GELD6375239767,958.78,jajajaj,04-51-25-12-2018,Online bankieren
NL31BEEH0010000200,NL75GELD3175762142,362.63,jajajaj,08-34-11-03-2019,Online bankieren
NL31BEEH0010000200,NL69GELD8971642424,707.67,jajajaj,04-31-17-06-2019,Online bankieren
NL31BEEH0010000200,NL77GELD1142882375,111.72,jajajaj,15-37-21-05-2018,Online bankieren
NL31BEEH0010000200,NL77GELD1142882375,572.47,jajajaj,15-28-13-09-2019,Online bankieren
NL31BEEH0010000200,NL56GELD4676822837,803.84,jajajaj,10-04-08-02-2019,Online bankieren
NL31BEEH0010000200,NL77GELD8158598659,499.69,jajajaj,12-04-08-01-2018,Online bankieren
NL31BEEH0010000200,NL69GELD8971642424,26.38,jajajaj,19-36-24-02-2019,Online bankieren
NL31BEEH0010000200,NL67GELD2809687681,503.9,jajajaj,21-11-04-01-2018,Online bankieren
NL31BEEH0010000200,NL05GELD9994551159,928.93,jajajaj,22-35-19-07-2019,Online bankieren
NL31BEEH0010000200,NL04GELD4811557161,623.83,jajajaj,20-39-01-06-2018,Online bankieren
NL31BEEH0010000200,NL55GELD3859628216,563.51,jajajaj,08-32-15-01-2018,Online bankieren
NL31BEEH0010000200,NL56GELD4676822837,600.45,jajajaj,17-29-03-07-2018,Online bankieren
NL31BEEH0010000200,NL35GELD0485561952,24.68,jajajaj,23-13-13-09-2019,Online bankieren
NL31BEEH0010000200,NL13GELD4842992565,825.35,jajajaj,14-09-24-05-2018,Online bankieren
NL31BEEH0010000200,NL04GELD4811557161,127.87,jajajaj,02-31-13-09-2019,Online bankieren
NL31BEEH0010000200,NL04GELD4811557161,618.51,jajajaj,01-28-18-04-2019,Online bankieren
NL04BEEH0010000201,NL35GELD0485561952,922.84,jajajaj,05-42-19-08-2018,Online bankieren
NL04BEEH0010000201,NL77GELD1142882375,435.37,jajajaj,01-01-13-09-2018,Online bankieren
NL04BEEH0010000201,NL04GELD4811557161,131.45,jajajaj,04-10-01-05-2018,Online bankieren
NL04BEEH0010000201,NL95GELD6279133125,956.73,jajajaj,08-31-16-08-2019,Online bankieren
NL04BEEH0010000201,NL95GELD6279133125,581.56,jajajaj,11-48-28-08-2018,Online bankieren
NL04BEEH0010000201,NL95GELD6279133125,351.88,jajajaj,08-14-16-02-2018,Online bankieren
NL04BEEH0010000201,NL77GELD1142882375,651.54,jajajaj,23-11-16-04-2019,Online bankieren
NL04BEEH0010000201,NL35GELD0485561952,538.02,jajajaj,12-36-13-09-2019,Online bankieren
NL04BEEH0010000201,NL55GELD3859628216,612.13,jajajaj,08-17-11-12-2018,Online bankieren
NL04BEEH0010000201,NL67GELD2809687681,29.66,jajajaj,02-38-19-08-2019,Online bankieren
NL04BEEH0010000201,NL77GELD8158598659,597.09,jajajaj,06-11-14-11-2018,Online bankieren
NL04BEEH0010000201,NL75GELD3175762142,430.44,jajajaj,13-09-16-07-2019,Online bankieren
NL04BEEH0010000201,NL61GELD7455324794,285.04,jajajaj,22-21-06-08-2018,Online bankieren
NL04BEEH0010000201,NL76GELD1811996735,260.93,jajajaj,14-53-10-01-2019,Online bankieren
NL04BEEH0010000201,NL56GELD4676822837,131.03,jajajaj,20-15-03-08-2019,Online bankieren
NL04BEEH0010000201,NL04GELD4811557161,342.48,jajajaj,06-31-05-02-2019,Online bankieren
NL04BEEH0010000201,NL35GELD9966193251,524.31,jajajaj,10-15-20-02-2019,Online bankieren
NL04BEEH0010000201,NL95GELD6279133125,336.01,jajajaj,12-54-10-06-2019,Online bankieren
NL04BEEH0010000201,NL13GELD4842992565,710.91,jajajaj,04-13-04-03-2018,Online bankieren
NL04BEEH0010000201,NL77GELD0692885116,256.74,jajajaj,15-48-11-10-2018,Online bankieren
NL04BEEH0010000201,NL67GELD2809687681,700.99,jajajaj,13-46-09-02-2018,Online bankieren
NL04BEEH0010000201,NL04GELD4811557161,446.8,jajajaj,16-39-21-02-2018,Online bankieren
NL04BEEH0010000201,NL05GELD9994551159,693.86,jajajaj,07-21-13-09-2019,Online bankieren
NL04BEEH0010000201,NL77GELD1142882375,489.18,jajajaj,19-27-04-07-2019,Online bankieren
NL74BEEH0010000202,NL76GELD1811996735,894.7,jajajaj,20-34-24-08-2018,Online bankieren
NL74BEEH0010000202,NL77GELD1142882375,864.77,jajajaj,23-38-08-08-2019,Online bankieren
NL74BEEH0010000202,NL35GELD9966193251,195.99,jajajaj,09-25-23-05-2019,Online bankieren
NL74BEEH0010000202,NL56GELD4676822837,564.74,jajajaj,07-43-13-02-2019,Online bankieren
NL74BEEH0010000202,NL77GELD0692885116,395.01,jajajaj,04-40-01-07-2019,Online bankieren
NL74BEEH0010000202,NL05GELD9994551159,486.91,jajajaj,12-26-19-03-2019,Online bankieren
NL74BEEH0010000202,NL62GELD6375239767,451.78,jajajaj,23-53-26-01-2018,Online bankieren
NL74BEEH0010000202,NL77GELD1142882375,638.4,jajajaj,23-15-05-12-2018,Online bankieren
NL74BEEH0010000202,NL77GELD0692885116,440.44,jajajaj,18-21-03-03-2019,Online bankieren
NL74BEEH0010000202,NL45GELD2953919317,963.63,jajajaj,20-33-06-02-2018,Online bankieren
NL74BEEH0010000202,NL76GELD7252785614,979.02,jajajaj,23-33-27-02-2019,Online bankieren
NL74BEEH0010000202,NL35GELD9966193251,664.56,jajajaj,22-34-26-03-2019,Online bankieren
NL74BEEH0010000202,NL62GELD6375239767,587.73,jajajaj,02-48-03-04-2019,Online bankieren
NL74BEEH0010000202,NL13GELD4842992565,799.69,jajajaj,04-20-22-04-2018,Online bankieren
NL74BEEH0010000202,NL62GELD6375239767,254.75,jajajaj,07-57-17-03-2019,Online bankieren
NL74BEEH0010000202,NL77GELD1142882375,804.25,jajajaj,10-02-06-01-2019,Online bankieren
NL74BEEH0010000202,NL69GELD8971642424,740.85,jajajaj,05-54-11-03-2018,Online bankieren
NL74BEEH0010000202,NL76GELD1811996735,762.42,jajajaj,15-52-10-09-2018,Online bankieren
NL47BEEH0010000203,NL77GELD8158598659,375.27,jajajaj,02-54-03-04-2018,Online bankieren
NL47BEEH0010000203,NL92GELD8037356925,856.95,jajajaj,14-09-08-08-2019,Online bankieren
NL47BEEH0010000203,NL77GELD0692885116,968.36,jajajaj,20-44-05-06-2019,Online bankieren
NL47BEEH0010000203,NL67GELD2809687681,768.18,jajajaj,11-51-06-08-2018,Online bankieren
NL47BEEH0010000203,NL77GELD8158598659,198.92,jajajaj,19-01-21-08-2019,Online bankieren
NL47BEEH0010000203,NL76GELD7252785614,590.88,jajajaj,23-37-12-05-2019,Online bankieren
NL47BEEH0010000203,NL35GELD0485561952,242.86,jajajaj,19-54-03-04-2018,Online bankieren
NL47BEEH0010000203,NL76GELD1811996735,411.56,jajajaj,00-18-04-10-2018,Online bankieren
NL47BEEH0010000203,NL35GELD0485561952,335.68,jajajaj,07-50-28-06-2019,Online bankieren
NL47BEEH0010000203,NL77GELD1142882375,851.17,jajajaj,09-59-02-03-2018,Online bankieren
NL47BEEH0010000203,NL92GELD8037356925,419.93,jajajaj,15-05-06-04-2018,Online bankieren
NL20BEEH0010000204,NL92GELD8037356925,578.36,jajajaj,11-39-09-07-2019,Online bankieren
NL20BEEH0010000204,NL56GELD4676822837,160.78,jajajaj,18-19-07-09-2018,Online bankieren
NL20BEEH0010000204,NL35GELD9966193251,366.59,jajajaj,01-33-13-09-2019,Online bankieren
NL20BEEH0010000204,NL77GELD0692885116,907.83,jajajaj,09-28-01-01-2019,Online bankieren
NL20BEEH0010000204,NL55GELD3859628216,542.36,jajajaj,12-50-27-12-2018,Online bankieren
NL20BEEH0010000204,NL69GELD8971642424,494.61,jajajaj,05-48-10-08-2018,Online bankieren
NL20BEEH0010000204,NL35GELD9966193251,306.35,jajajaj,08-40-28-08-2018,Online bankieren
NL20BEEH0010000204,NL95GELD6279133125,663.66,jajajaj,08-28-25-01-2019,Online bankieren
NL20BEEH0010000204,NL69GELD8971642424,658.73,jajajaj,12-10-04-05-2018,Online bankieren
NL20BEEH0010000204,NL69GELD8971642424,36.54,jajajaj,19-15-19-03-2019,Online bankieren
NL20BEEH0010000204,NL95GELD6279133125,655.86,jajajaj,18-38-03-04-2019,Online bankieren
NL20BEEH0010000204,NL13GELD4842992565,554.13,jajajaj,11-39-21-01-2019,Online bankieren
NL20BEEH0010000204,NL75GELD3175762142,857.4,jajajaj,10-40-18-11-2018,Online bankieren
NL90BEEH0010000205,NL76GELD7252785614,606.42,jajajaj,21-07-03-06-2018,Online bankieren
NL90BEEH0010000205,NL05GELD9994551159,69.62,jajajaj,22-00-08-12-2018,Online bankieren
NL90BEEH0010000205,NL35GELD9966193251,839.28,jajajaj,15-02-02-05-2018,Online bankieren
NL90BEEH0010000205,NL56GELD4676822837,650.85,jajajaj,11-22-12-04-2019,Online bankieren
NL90BEEH0010000205,NL35GELD9966193251,143.28,jajajaj,01-58-13-08-2019,Online bankieren
NL90BEEH0010000205,NL35GELD9966193251,724.53,jajajaj,21-12-22-03-2018,Online bankieren
NL90BEEH0010000205,NL61GELD7455324794,967.28,jajajaj,10-34-12-08-2019,Online bankieren
NL90BEEH0010000205,NL67GELD2809687681,521.99,jajajaj,00-19-23-10-2018,Online bankieren
NL90BEEH0010000205,NL77GELD0692885116,697.71,jajajaj,20-45-13-09-2019,Online bankieren
NL90BEEH0010000205,NL76GELD1811996735,241.85,jajajaj,07-07-17-12-2018,Online bankieren
NL90BEEH0010000205,NL62GELD6375239767,86.8,jajajaj,14-44-05-02-2019,Online bankieren
NL90BEEH0010000205,NL04GELD4811557161,612.58,jajajaj,21-06-13-09-2019,Online bankieren
NL90BEEH0010000205,NL13GELD4842992565,432.88,jajajaj,01-00-09-05-2018,Online bankieren
NL90BEEH0010000205,NL61GELD7455324794,242.23,jajajaj,22-09-13-11-2018,Online bankieren
NL90BEEH0010000205,NL69GELD8971642424,630.01,jajajaj,10-12-10-07-2018,Online bankieren
NL90BEEH0010000205,NL76GELD1811996735,782.26,jajajaj,02-51-28-05-2018,Online bankieren
